"id","name","code"
"1","Afar","aa"
"3","Abkhazian","ab"
"5","Avestan","ae"
"7","Afrikaans","af"
"9","Akan","ak"
"11","Amharic","am"
"13","Aragonese","an"
"15","Arabic","ar"
"17","Assamese","as"
"19","Avaric","av"
"21","Aymara","ay"
"23","Azerbaijani","az"
"25","Bashkir","ba"
"27","Belarusian","be"
"29","Bulgarian","bg"
"31","Bihari languages","bh"
"33","Bislama","bi"
"35","Bambara","bm"
"37","Bengali","bn"
"39","Tibetan","bo"
"41","Breton","br"
"43","Bosnian","bs"
"45","Catalan; Valencian","ca"
"47","Chechen","ce"
"49","Chamorro","ch"
"51","Corsican","co"
"53","Cree","cr"
"55","Czech","cs"
"57","Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic","cu"
"59","Chuvash","cv"
"61","Welsh","cy"
"63","Danish","da"
"65","German","de"
"67","Divehi; Dhivehi; Maldivian","dv"
"69","Dzongkha","dz"
"71","Ewe","ee"
"73","Greek; Modern (1453-)","el"
"75","English","en"
"77","Esperanto","eo"
"79","Spanish; Castilian","es"
"81","Estonian","et"
"83","Basque","eu"
"85","Persian","fa"
"87","Fulah","ff"
"89","Finnish","fi"
"91","Fijian","fj"
"93","Faroese","fo"
"95","French","fr"
"97","Western Frisian","fy"
"99","Irish","ga"
"101","Gaelic; Scottish Gaelic","gd"
"103","Galician","gl"
"105","Guarani","gn"
"107","Gujarati","gu"
"109","Manx","gv"
"111","Hausa","ha"
"113","Hebrew","he"
"115","Hindi","hi"
"117","Hiri Motu","ho"
"119","Croatian","hr"
"121","Haitian; Haitian Creole","ht"
"123","Hungarian","hu"
"125","Armenian","hy"
"127","Herero","hz"
"129","Interlingua (International Auxiliary Language Association)","ia"
"131","Indonesian","id"
"133","Interlingue; Occidental","ie"
"135","Igbo","ig"
"137","Sichuan Yi; Nuosu","ii"
"139","Inupiaq","ik"
"141","Ido","io"
"143","Icelandic","is"
"145","Italian","it"
"147","Inuktiut","iu"
"149","Japanese","ja"
"151","Javanese","jv"
"153","Georgian","ka"
"155","Kongo","kg"
"157","Kikuyu; Gikuyu","ki"
"159","Kuanyama; Kwanyama","kj"
"161","Kazakh","kk"
"163","Kalaallisut; Greenlandic","kl"
"165","Central Khmer","km"
"167","Kannada","kn"
"169","Korean","ko"
"171","Kanuri","kr"
"173","Kashmiri","ks"
"175","Kurdish","ku"
"177","Komi","kv"
"179","Cornish","kw"
"181","Kirghiz; Kyrgyz","ky"
"183","Latin","la"
"185","Luxembourgish; Letzeburgesch","lb"
"187","Ganda","lg"
"189","Limburgan; Limburger; Limburgish","li"
"191","Lingala","ln"
"193","Lao","lo"
"195","Lithuanian","lt"
"197","Luba-Katanga","lu"
"199","Latvian","lv"
"201","Malagasy","mg"
"203","Marshallese","mh"
"205","Maori","mi"
"207","Macedonian","mk"
"209","Malayalam","ml"
"211","Mongolian","mn"
"213","Moldavian; Moldovan","mo"
"215","Marathi","mr"
"217","Malay","ms"
"219","Maltese","mt"
"221","Burmese","my"
"223","Nauru","na"
"225","Bokmal Norwegian; Norwegian Bokmal","nb"
"227","Ndebele; North; North Ndebele","nd"
"229","Nepali","ne"
"231","Ndonga","ng"
"233","Dutch; Flemish","nl"
"235","Norwegian Nynorsk; Nynorsk, Norwegian","nn"
"237","Norwegian","no"
"239","Ndebele; South; South Ndebele","nr"
"241","Navajo; Navaho","nv"
"243","Chichewa; Chewa; Nyanja","ny"
"245","Occitan (post 1500)","oc"
"247","Ojibwa","oj"
"249","Oromo","om"
"251","Oriya","or"
"253","Ossetian; Ossetic","os"
"255","Panjabi; Punjabi","pa"
"257","Pali","pi"
"259","Polish","pl"
"261","Pushto; Pashto","ps"
"263","Portuguese","pt"
"265","Quechua","qu"
"267","Romansh","rm"
"269","Rundi","rn"
"271","Romanian","ro"
"273","Russian","ru"
"275","Kinyarwanda","rw"
"277","Sanskrit","sa"
"279","Sardinian","sc"
"281","Sindhi","sd"
"283","Northern Sami","se"
"285","Sango","sg"
"287","Sinhala; Sinhalese","si"
"289","Slovak","sk"
"291","Slovenian","sl"
"293","Samoan","sm"
"295","Shona","sn"
"297","Somali","so"
"299","Albanian","sq"
"301","Serbian","sr"
"303","Swati","ss"
"305","Sotho, Southern","st"
"307","Sundanese","su"
"309","Swedish","sv"
"311","Swahili","sw"
"313","Tamil","ta"
"315","Telugu","te"
"317","Tajik","tg"
"319","Thai","th"
"321","Tigrinya","ti"
"323","Turkmen","tk"
"325","Tagalog","tl"
"327","Tswana","tn"
"329","Tonga (Tonga Islands)","to"
"331","Turkish","tr"
"333","Tsonga","ts"
"335","Tatar","tt"
"337","Twi","tw"
"339","Tahitian","ty"
"341","Uighur; Uyghur","ug"
"343","Ukrainian","uk"
"345","Urdu","ur"
"347","Uzbek","uz"
"349","Venda","ve"
"351","Vietnamese","vi"
"353","Volapük","vo"
"355","Walloon","wa"
"357","Wolof","wo"
"359","Xhosa","xh"
"361","Yiddish","yi"
"363","Yoruba","yo"
"365","Zhuang; Chuang","za"
"367","Chinese","zh"
"369","Zulu","zu"
